unique_id,ds,y
SKU_02,2021-03-25,62.0
SKU_02,2021-03-26,56.0
SKU_02,2021-03-27,6.0
SKU_02,2021-03-28,10.0
SKU_02,2021-03-29,81.0
SKU_02,2021-03-30,42.0
SKU_02,2021-03-31,70.0
SKU_02,2021-04-01,56.0
SKU_02,2021-04-02,6.0
SKU_02,2021-04-03,11.0
SKU_02,2021-04-04,10.0
SKU_02,2021-04-05,112.0
SKU_02,2021-04-06,94.0
SKU_02,2021-04-07,80.0
SKU_02,2021-04-08,110.0
SKU_02,2021-04-09,61.0
SKU_02,2021-04-10,15.0
SKU_02,2021-04-11,13.0
SKU_02,2021-04-12,86.0
SKU_02,2021-04-13,58.0
SKU_02,2021-04-14,71.0
SKU_02,2021-04-15,84.0
SKU_02,2021-04-16,51.0
SKU_02,2021-04-17,19.0
SKU_02,2021-04-18,5.0
SKU_02,2021-04-19,65.0
SKU_02,2021-04-20,70.0
SKU_02,2021-04-21,13.0
SKU_02,2021-04-22,79.0
SKU_02,2021-04-23,51.0
SKU_02,2021-04-24,3.0
SKU_02,2021-04-25,5.0
SKU_02,2021-04-26,39.0
SKU_02,2021-04-27,60.0
SKU_02,2021-04-28,68.0
SKU_02,2021-04-29,69.0
SKU_02,2021-04-30,81.0
SKU_02,2021-05-01,5.0
SKU_02,2021-05-02,15.0
SKU_02,2021-05-03,79.0
SKU_02,2021-05-04,85.0
SKU_02,2021-05-05,61.0
SKU_02,2021-05-06,44.0
SKU_02,2021-05-07,76.0
SKU_02,2021-05-08,12.0
SKU_02,2021-05-09,4.0
SKU_02,2021-05-10,73.0
SKU_02,2021-05-11,55.0
SKU_02,2021-05-12,75.0
SKU_02,2021-05-13,107.0
SKU_02,2021-05-14,70.0
SKU_02,2021-05-15,5.0
SKU_02,2021-05-16,4.0
SKU_02,2021-05-17,130.0
SKU_02,2021-05-18,60.0
SKU_02,2021-05-19,104.0
SKU_02,2021-05-20,61.0
SKU_02,2021-05-21,34.0
SKU_02,2021-05-22,13.0
SKU_02,2021-05-23,10.0
SKU_02,2021-05-24,88.0
SKU_02,2021-05-25,60.0
SKU_02,2021-05-26,72.0
SKU_02,2021-05-27,58.0
SKU_02,2021-05-28,64.0
SKU_02,2021-05-29,14.0
SKU_02,2021-05-30,15.0
SKU_02,2021-05-31,110.0
SKU_02,2021-06-01,103.0
SKU_02,2021-06-02,98.0
SKU_02,2021-06-03,31.0
SKU_02,2021-06-04,45.0
SKU_02,2021-06-05,11.0
SKU_02,2021-06-06,12.0
SKU_02,2021-06-07,79.0
SKU_02,2021-06-08,102.0
SKU_02,2021-06-09,105.0
SKU_02,2021-06-10,79.0
SKU_02,2021-06-11,78.0
SKU_02,2021-06-12,22.0
SKU_02,2021-06-13,29.0
SKU_02,2021-06-14,75.0
SKU_02,2021-06-15,91.0
SKU_02,2021-06-16,99.0
SKU_02,2021-06-17,72.0
SKU_02,2021-06-18,88.0
SKU_02,2021-06-19,11.0
SKU_02,2021-06-20,6.0
SKU_02,2021-06-21,81.0
SKU_02,2021-06-22,85.0
SKU_02,2021-06-23,72.0
SKU_02,2021-06-24,81.0
SKU_02,2021-06-25,55.0
SKU_02,2021-06-26,18.0
SKU_02,2021-06-27,8.0
SKU_02,2021-06-28,103.0
SKU_02,2021-06-29,78.0
SKU_02,2021-06-30,80.0
SKU_02,2021-07-01,141.0
SKU_02,2021-07-02,57.0
SKU_02,2021-07-03,14.0
SKU_02,2021-07-04,18.0
SKU_02,2021-07-05,83.0
SKU_02,2021-07-06,105.0
SKU_02,2021-07-07,116.0
SKU_02,2021-07-08,84.0
SKU_02,2021-07-09,64.0
SKU_02,2021-07-10,15.0
SKU_02,2021-07-11,9.0
SKU_02,2021-07-12,81.0
SKU_02,2021-07-13,105.0
SKU_02,2021-07-14,85.0
SKU_02,2021-07-15,64.0
SKU_02,2021-07-16,101.0
SKU_02,2021-07-17,16.0
SKU_02,2021-07-18,3.0
SKU_02,2021-07-19,96.0
SKU_02,2021-07-20,63.0
SKU_02,2021-07-21,127.0
SKU_02,2021-07-22,67.0
SKU_02,2021-07-23,76.0
SKU_02,2021-07-24,22.0
SKU_02,2021-07-25,16.0
SKU_02,2021-07-26,113.0
SKU_02,2021-07-27,109.0
SKU_02,2021-07-28,41.0
SKU_02,2021-07-29,53.0
SKU_02,2021-07-30,66.0
SKU_02,2021-07-31,24.0
SKU_02,2021-08-01,13.0
SKU_02,2021-08-02,116.0
SKU_02,2021-08-03,103.0
SKU_02,2021-08-04,61.0
SKU_02,2021-08-05,67.0
SKU_02,2021-08-06,136.0
SKU_02,2021-08-07,9.0
SKU_02,2021-08-08,4.0
SKU_02,2021-08-09,106.0
SKU_02,2021-08-10,87.0
SKU_02,2021-08-11,101.0
SKU_02,2021-08-12,80.0
SKU_02,2021-08-13,108.0
SKU_02,2021-08-14,7.0
SKU_02,2021-08-15,17.0
SKU_02,2021-08-16,81.0
SKU_02,2021-08-17,86.0
SKU_02,2021-08-18,102.0
SKU_02,2021-08-19,102.0
SKU_02,2021-08-20,85.0
SKU_02,2021-08-21,6.0
SKU_02,2021-08-22,8.0
SKU_02,2021-08-23,93.0
SKU_02,2021-08-24,80.0
SKU_02,2021-08-25,59.0
SKU_02,2021-08-26,110.0
SKU_02,2021-08-27,99.0
SKU_02,2021-08-28,14.0
SKU_02,2021-08-29,9.0
SKU_02,2021-08-30,113.0
SKU_02,2021-08-31,147.0
SKU_02,2021-09-01,81.0
SKU_02,2021-09-02,78.0
SKU_02,2021-09-03,92.0
SKU_02,2021-09-04,15.0
SKU_02,2021-09-05,7.0
SKU_02,2021-09-06,42.0
SKU_02,2021-09-07,8.0
SKU_02,2021-09-08,53.0
SKU_02,2021-09-09,62.0
SKU_02,2021-09-10,46.0
SKU_02,2021-09-11,27.0
SKU_02,2021-09-12,15.0
SKU_02,2021-09-13,70.0
SKU_02,2021-09-14,48.0
SKU_02,2021-09-15,69.0
SKU_02,2021-09-16,36.0
SKU_02,2021-09-17,46.0
SKU_02,2021-09-18,15.0
SKU_02,2021-09-19,8.0
SKU_02,2021-09-20,67.0
SKU_02,2021-09-21,100.0
SKU_02,2021-09-22,72.0
SKU_02,2021-09-23,44.0
SKU_02,2021-09-24,60.0
SKU_02,2021-09-25,14.0
SKU_02,2021-09-26,9.0
SKU_02,2021-09-27,44.0
SKU_02,2021-09-28,77.0
SKU_02,2021-09-29,45.0
SKU_02,2021-09-30,76.0
SKU_02,2021-10-01,53.0
SKU_02,2021-10-02,7.0
SKU_02,2021-10-03,7.0
SKU_02,2021-10-04,91.0
SKU_02,2021-10-05,57.0
SKU_02,2021-10-06,79.0
SKU_02,2021-10-07,75.0
SKU_02,2021-10-08,131.0
SKU_02,2021-10-09,10.0
SKU_02,2021-10-10,5.0
SKU_02,2021-10-11,45.0
SKU_02,2021-10-12,10.0
SKU_02,2021-10-13,101.0
SKU_02,2021-10-14,62.0
SKU_02,2021-10-15,46.0
SKU_02,2021-10-16,9.0
SKU_02,2021-10-17,6.0
SKU_02,2021-10-18,59.0
SKU_02,2021-10-19,87.0
SKU_02,2021-10-20,72.0
SKU_02,2021-10-21,72.0
SKU_02,2021-10-22,70.0
SKU_02,2021-10-23,8.0
SKU_02,2021-10-24,8.0
SKU_02,2021-10-25,73.0
SKU_02,2021-10-26,79.0
SKU_02,2021-10-27,66.0
SKU_02,2021-10-28,83.0
SKU_02,2021-10-29,72.0
SKU_02,2021-10-30,3.0
SKU_02,2021-10-31,15.0
SKU_02,2021-11-01,64.0
SKU_02,2021-11-02,18.0
SKU_02,2021-11-03,106.0
SKU_02,2021-11-04,113.0
SKU_02,2021-11-05,70.0
SKU_02,2021-11-06,6.0
SKU_02,2021-11-07,9.0
SKU_02,2021-11-08,73.0
SKU_02,2021-11-09,104.0
SKU_02,2021-11-10,138.0
SKU_02,2021-11-11,84.0
SKU_02,2021-11-12,65.0
SKU_02,2021-11-13,63.0
SKU_02,2021-11-14,7.0
SKU_02,2021-11-15,13.0
SKU_02,2021-11-16,92.0
SKU_02,2021-11-17,118.0
SKU_02,2021-11-18,79.0
SKU_02,2021-11-19,96.0
SKU_02,2021-11-20,19.0
SKU_02,2021-11-21,15.0
SKU_02,2021-11-22,107.0
SKU_02,2021-11-23,134.0
SKU_02,2021-11-24,116.0
SKU_02,2021-11-25,141.0
SKU_02,2021-11-26,132.0
SKU_02,2021-11-27,8.0
SKU_02,2021-11-28,43.0
SKU_02,2021-11-29,68.0
SKU_02,2021-11-30,121.0
SKU_02,2021-12-01,242.0
SKU_02,2021-12-02,87.0
SKU_02,2021-12-03,53.0
SKU_02,2021-12-04,8.0
SKU_02,2021-12-05,16.0
SKU_02,2021-12-06,72.0
SKU_02,2021-12-07,72.0
SKU_02,2021-12-08,53.0
SKU_02,2021-12-09,40.0
SKU_02,2021-12-10,64.0
SKU_02,2021-12-11,2.0
SKU_02,2021-12-12,7.0
SKU_02,2021-12-13,86.0
SKU_02,2021-12-14,91.0
SKU_02,2021-12-15,70.0
SKU_02,2021-12-16,77.0
SKU_02,2021-12-17,73.0
SKU_02,2021-12-18,17.0
SKU_02,2021-12-19,12.0
SKU_02,2021-12-20,48.0
SKU_02,2021-12-21,45.0
SKU_02,2021-12-22,35.0
SKU_02,2021-12-23,28.0
SKU_02,2021-12-24,0.0
SKU_02,2021-12-25,0.0
SKU_02,2021-12-26,1.0
SKU_02,2021-12-27,9.0
SKU_02,2021-12-28,20.0
SKU_02,2021-12-29,20.0
SKU_02,2021-12-30,17.0
SKU_02,2021-12-31,1.0
SKU_02,2022-01-01,8.0
SKU_02,2022-01-02,7.0
SKU_02,2022-01-03,62.0
SKU_02,2022-01-04,111.0
SKU_02,2022-01-05,84.0
SKU_02,2022-01-06,79.0
SKU_02,2022-01-07,81.0
SKU_02,2022-01-08,17.0
SKU_02,2022-01-09,15.0
SKU_02,2022-01-10,125.0
SKU_02,2022-01-11,107.0
SKU_02,2022-01-12,130.0
SKU_02,2022-01-13,112.0
SKU_02,2022-01-14,117.0
SKU_02,2022-01-15,24.0
SKU_02,2022-01-16,8.0
SKU_02,2022-01-17,87.0
SKU_02,2022-01-18,103.0
SKU_02,2022-01-19,105.0
SKU_02,2022-01-20,49.0
SKU_02,2022-01-21,109.0
SKU_02,2022-01-22,15.0
SKU_02,2022-01-23,3.0
SKU_02,2022-01-24,80.0
SKU_02,2022-01-25,101.0
SKU_02,2022-01-26,87.0
SKU_02,2022-01-27,59.0
SKU_02,2022-01-28,66.0
SKU_02,2022-01-29,20.0
SKU_02,2022-01-30,14.0
SKU_02,2022-01-31,81.0
SKU_02,2022-02-01,160.0
SKU_02,2022-02-02,84.0
SKU_02,2022-02-03,115.0
SKU_02,2022-02-04,88.0
SKU_02,2022-02-05,22.0
SKU_02,2022-02-06,26.0
SKU_02,2022-02-07,63.0
SKU_02,2022-02-08,118.0
SKU_02,2022-02-09,113.0
SKU_02,2022-02-10,84.0
SKU_02,2022-02-11,94.0
SKU_02,2022-02-12,13.0
SKU_02,2022-02-13,0.0
SKU_02,2022-02-14,85.0
SKU_02,2022-02-15,96.0
SKU_02,2022-02-16,102.0
SKU_02,2022-02-17,70.0
SKU_02,2022-02-18,93.0
SKU_02,2022-02-19,7.0
SKU_02,2022-02-20,7.0
SKU_02,2022-02-21,105.0
SKU_02,2022-02-22,119.0
SKU_02,2022-02-23,39.0
SKU_02,2022-02-24,58.0
SKU_02,2022-02-25,83.0
SKU_02,2022-02-26,4.0
SKU_02,2022-02-27,8.0
SKU_02,2022-02-28,28.0
SKU_02,2022-03-01,34.0
SKU_02,2022-03-02,62.0
SKU_02,2022-03-03,102.0
SKU_02,2022-03-04,95.0
SKU_02,2022-03-05,11.0
SKU_02,2022-03-06,15.0
SKU_02,2022-03-07,112.0
SKU_02,2022-03-08,133.0
SKU_02,2022-03-09,100.0
SKU_02,2022-03-10,53.0
SKU_02,2022-03-11,80.0
SKU_02,2022-03-12,17.0
SKU_02,2022-03-13,4.0
SKU_02,2022-03-14,121.0
SKU_02,2022-03-15,92.0
SKU_02,2022-03-16,85.0
SKU_02,2022-03-17,128.0
SKU_02,2022-03-18,67.0
SKU_02,2022-03-19,18.0
SKU_02,2022-03-20,16.0
SKU_02,2022-03-21,126.0
SKU_02,2022-03-22,100.0
SKU_02,2022-03-23,74.0
SKU_02,2022-03-24,98.0
SKU_02,2022-03-25,100.0
SKU_02,2022-03-26,9.0
SKU_02,2022-03-27,13.0
SKU_02,2022-03-28,105.0
SKU_02,2022-03-29,97.0
SKU_02,2022-03-30,105.0
SKU_02,2022-03-31,66.0
SKU_02,2022-04-01,134.0
SKU_02,2022-04-02,19.0
SKU_02,2022-04-03,10.0
SKU_02,2022-04-04,98.0
SKU_02,2022-04-05,109.0
SKU_02,2022-04-06,101.0
SKU_02,2022-04-07,104.0
SKU_02,2022-04-08,102.0
SKU_02,2022-04-09,27.0
SKU_02,2022-04-10,13.0
SKU_02,2022-04-11,81.0
SKU_02,2022-04-12,101.0
SKU_02,2022-04-13,65.0
SKU_02,2022-04-14,90.0
SKU_02,2022-04-15,12.0
SKU_02,2022-04-16,5.0
SKU_02,2022-04-17,2.0
SKU_02,2022-04-18,68.0
SKU_02,2022-04-19,91.0
SKU_02,2022-04-20,124.0
SKU_02,2022-04-21,8.0
SKU_02,2022-04-22,61.0
SKU_02,2022-04-23,11.0
SKU_02,2022-04-24,15.0
SKU_02,2022-04-25,100.0
SKU_02,2022-04-26,79.0
SKU_02,2022-04-27,120.0
SKU_02,2022-04-28,99.0
SKU_02,2022-04-29,72.0
SKU_02,2022-04-30,18.0
SKU_02,2022-05-01,13.0
SKU_02,2022-05-02,126.0
SKU_02,2022-05-03,104.0
SKU_02,2022-05-04,134.0
SKU_02,2022-05-05,83.0
SKU_02,2022-05-06,63.0
SKU_02,2022-05-07,20.0
SKU_02,2022-05-08,9.0
SKU_02,2022-05-09,117.0
SKU_02,2022-05-10,118.0
SKU_02,2022-05-11,115.0
SKU_02,2022-05-12,96.0
SKU_02,2022-05-13,83.0
SKU_02,2022-05-14,13.0
SKU_02,2022-05-15,7.0
SKU_02,2022-05-16,90.0
SKU_02,2022-05-17,115.0
SKU_02,2022-05-18,84.0
SKU_02,2022-05-19,87.0
SKU_02,2022-05-20,61.0
SKU_02,2022-05-21,16.0
SKU_02,2022-05-22,7.0
SKU_02,2022-05-23,119.0
SKU_02,2022-05-24,115.0
SKU_02,2022-05-25,103.0
SKU_02,2022-05-26,88.0
SKU_02,2022-05-27,84.0
SKU_02,2022-05-28,4.0
SKU_02,2022-05-29,9.0
SKU_02,2022-05-30,99.0
SKU_02,2022-05-31,128.0
SKU_02,2022-06-01,90.0
SKU_02,2022-06-02,148.0
SKU_02,2022-06-03,115.0
SKU_02,2022-06-04,17.0
SKU_02,2022-06-05,13.0
SKU_02,2022-06-06,142.0
SKU_02,2022-06-07,96.0
SKU_02,2022-06-08,118.0
SKU_02,2022-06-09,63.0
SKU_02,2022-06-10,95.0
SKU_02,2022-06-11,20.0
SKU_02,2022-06-12,6.0
SKU_02,2022-06-13,140.0
SKU_02,2022-06-14,87.0
SKU_02,2022-06-15,69.0
SKU_02,2022-06-16,17.0
SKU_02,2022-06-17,79.0
SKU_02,2022-06-18,17.0
SKU_02,2022-06-19,19.0
SKU_02,2022-06-20,90.0
SKU_02,2022-06-21,93.0
SKU_02,2022-06-22,99.0
SKU_02,2022-06-23,46.0
SKU_02,2022-06-24,49.0
SKU_02,2022-06-25,13.0
SKU_02,2022-06-26,13.0
SKU_02,2022-06-27,108.0
SKU_02,2022-06-28,94.0
SKU_02,2022-06-29,154.0
SKU_02,2022-06-30,109.0
SKU_02,2022-07-01,90.0
SKU_02,2022-07-02,53.0
SKU_02,2022-07-03,13.0
SKU_02,2022-07-04,101.0
SKU_02,2022-07-05,142.0
SKU_02,2022-07-06,94.0
SKU_02,2022-07-07,145.0
SKU_02,2022-07-08,85.0
SKU_02,2022-07-09,11.0
SKU_02,2022-07-10,13.0
SKU_02,2022-07-11,98.0
SKU_02,2022-07-12,120.0
SKU_02,2022-07-13,109.0
SKU_02,2022-07-14,133.0
SKU_02,2022-07-15,99.0
SKU_02,2022-07-16,3.0
SKU_02,2022-07-17,9.0
SKU_02,2022-07-18,123.0
SKU_02,2022-07-19,106.0
SKU_02,2022-07-20,108.0
SKU_02,2022-07-21,155.0
SKU_02,2022-07-22,132.0
SKU_02,2022-07-23,11.0
SKU_02,2022-07-24,14.0
SKU_02,2022-07-25,84.0
SKU_02,2022-07-26,135.0
SKU_02,2022-07-27,137.0
SKU_02,2022-07-28,69.0
SKU_02,2022-07-29,121.0
SKU_02,2022-07-30,23.0
SKU_02,2022-07-31,16.0
SKU_02,2022-08-01,158.0
SKU_02,2022-08-02,85.0
SKU_02,2022-08-03,95.0
SKU_02,2022-08-04,140.0
SKU_02,2022-08-05,117.0
SKU_02,2022-08-06,18.0
SKU_02,2022-08-07,11.0
SKU_02,2022-08-08,120.0
SKU_02,2022-08-09,188.0
SKU_02,2022-08-10,148.0
SKU_02,2022-08-11,121.0
SKU_02,2022-08-12,143.0
SKU_02,2022-08-13,12.0
SKU_02,2022-08-14,24.0
SKU_02,2022-08-15,138.0
SKU_02,2022-08-16,203.0
SKU_02,2022-08-17,88.0
SKU_02,2022-08-18,96.0
SKU_02,2022-08-19,167.0
SKU_02,2022-08-20,9.0
SKU_02,2022-08-21,11.0
SKU_02,2022-08-22,154.0
SKU_02,2022-08-23,136.0
SKU_02,2022-08-24,112.0
SKU_02,2022-08-25,107.0
SKU_02,2022-08-26,69.0
SKU_02,2022-08-27,16.0
SKU_02,2022-08-28,13.0
SKU_02,2022-08-29,126.0
SKU_02,2022-08-30,116.0
SKU_02,2022-08-31,131.0
SKU_02,2022-09-01,120.0
SKU_02,2022-09-02,106.0
SKU_02,2022-09-03,8.0
SKU_02,2022-09-04,11.0
SKU_02,2022-09-05,103.0
SKU_02,2022-09-06,208.0
SKU_02,2022-09-07,8.0
SKU_02,2022-09-08,102.0
SKU_02,2022-09-09,132.0
SKU_02,2022-09-10,40.0
SKU_02,2022-09-11,21.0
SKU_02,2022-09-12,119.0
SKU_02,2022-09-13,141.0
SKU_02,2022-09-14,121.0
SKU_02,2022-09-15,117.0
SKU_02,2022-09-16,95.0
SKU_02,2022-09-17,17.0
SKU_02,2022-09-18,17.0
SKU_02,2022-09-19,131.0
SKU_02,2022-09-20,123.0
SKU_02,2022-09-21,115.0
SKU_02,2022-09-22,113.0
SKU_02,2022-09-23,93.0
SKU_02,2022-09-24,23.0
SKU_02,2022-09-25,16.0
SKU_02,2022-09-26,101.0
SKU_02,2022-09-27,109.0
SKU_02,2022-09-28,83.0
SKU_02,2022-09-29,116.0
SKU_02,2022-09-30,84.0
SKU_02,2022-10-01,22.0
SKU_02,2022-10-02,7.0
SKU_02,2022-10-03,193.0
SKU_02,2022-10-04,103.0
SKU_02,2022-10-05,137.0
SKU_02,2022-10-06,139.0
SKU_02,2022-10-07,155.0
SKU_02,2022-10-08,22.0
SKU_02,2022-10-09,7.0
SKU_02,2022-10-10,153.0
SKU_02,2022-10-11,147.0
SKU_02,2022-10-12,16.0
SKU_02,2022-10-13,111.0
SKU_02,2022-10-14,87.0
SKU_02,2022-10-15,28.0
SKU_02,2022-10-16,9.0
SKU_02,2022-10-17,136.0
SKU_02,2022-10-18,177.0
SKU_02,2022-10-19,169.0
SKU_02,2022-10-20,118.0
SKU_02,2022-10-21,113.0
SKU_02,2022-10-22,16.0
SKU_02,2022-10-23,13.0
SKU_02,2022-10-24,143.0
SKU_02,2022-10-25,131.0
SKU_02,2022-10-26,116.0
SKU_02,2022-10-27,127.0
SKU_02,2022-10-28,153.0
SKU_02,2022-10-29,18.0
SKU_02,2022-10-30,13.0
SKU_02,2022-10-31,143.0
SKU_02,2022-11-01,137.0
SKU_02,2022-11-02,7.0
SKU_02,2022-11-03,150.0
SKU_02,2022-11-04,134.0
SKU_02,2022-11-05,32.0
SKU_02,2022-11-06,7.0
SKU_02,2022-11-07,167.0
SKU_02,2022-11-08,215.0
SKU_02,2022-11-09,122.0
SKU_02,2022-11-10,126.0
SKU_02,2022-11-11,125.0
SKU_02,2022-11-12,24.0
SKU_02,2022-11-13,10.0
SKU_02,2022-11-14,60.0
SKU_02,2022-11-15,15.0
SKU_02,2022-11-16,83.0
SKU_02,2022-11-17,100.0
SKU_02,2022-11-18,161.0
SKU_02,2022-11-19,33.0
SKU_02,2022-11-20,9.0
SKU_02,2022-11-21,111.0
SKU_02,2022-11-22,89.0
SKU_02,2022-11-23,102.0
SKU_02,2022-11-24,90.0
SKU_02,2022-11-25,104.0
SKU_02,2022-11-26,15.0
SKU_02,2022-11-27,19.0
SKU_02,2022-11-28,122.0
SKU_02,2022-11-29,133.0
SKU_02,2022-11-30,104.0
SKU_02,2022-12-01,126.0
SKU_02,2022-12-02,64.0
SKU_02,2022-12-03,60.0
SKU_02,2022-12-04,23.0
SKU_02,2022-12-05,90.0
SKU_02,2022-12-06,97.0
SKU_02,2022-12-07,136.0
SKU_02,2022-12-08,113.0
SKU_02,2022-12-09,77.0
SKU_02,2022-12-10,20.0
SKU_02,2022-12-11,9.0
SKU_02,2022-12-12,139.0
SKU_02,2022-12-13,110.0
SKU_02,2022-12-14,126.0
SKU_02,2022-12-15,58.0
SKU_02,2022-12-16,95.0
SKU_02,2022-12-17,18.0
SKU_02,2022-12-18,3.0
SKU_02,2022-12-19,86.0
SKU_02,2022-12-20,71.0
SKU_02,2022-12-21,64.0
SKU_02,2022-12-22,68.0
SKU_02,2022-12-23,28.0
SKU_02,2022-12-24,0.0
SKU_02,2022-12-25,1.0
SKU_02,2022-12-26,47.0
SKU_02,2022-12-27,26.0
SKU_02,2022-12-28,42.0
SKU_02,2022-12-29,37.0
SKU_02,2022-12-30,15.0
SKU_02,2022-12-31,6.0
SKU_02,2023-01-01,3.0
SKU_02,2023-01-02,104.0
SKU_02,2023-01-03,81.0
SKU_02,2023-01-04,108.0
SKU_02,2023-01-05,159.0
SKU_02,2023-01-06,108.0
SKU_02,2023-01-07,12.0
SKU_02,2023-01-08,40.0
SKU_02,2023-01-09,188.0
SKU_02,2023-01-10,178.0
SKU_02,2023-01-11,168.0
SKU_02,2023-01-12,154.0
SKU_02,2023-01-13,133.0
SKU_02,2023-01-14,14.0
SKU_02,2023-01-15,17.0
SKU_02,2023-01-16,142.0
SKU_02,2023-01-17,179.0
SKU_02,2023-01-18,121.0
SKU_02,2023-01-19,149.0
SKU_02,2023-01-20,132.0
SKU_02,2023-01-21,19.0
SKU_02,2023-01-22,24.0
SKU_02,2023-01-23,135.0
SKU_02,2023-01-24,108.0
SKU_02,2023-01-25,104.0
SKU_02,2023-01-26,166.0
SKU_02,2023-01-27,159.0
SKU_02,2023-01-28,70.0
SKU_02,2023-01-29,23.0
SKU_02,2023-01-30,97.0
SKU_02,2023-01-31,121.0
SKU_02,2023-02-01,173.0
SKU_02,2023-02-02,131.0
SKU_02,2023-02-03,127.0
SKU_02,2023-02-04,32.0
SKU_02,2023-02-05,28.0
SKU_02,2023-02-06,190.0
SKU_02,2023-02-07,152.0
SKU_02,2023-02-08,114.0
SKU_02,2023-02-09,105.0
SKU_02,2023-02-10,146.0
SKU_02,2023-02-11,10.0
SKU_02,2023-02-12,14.0
SKU_02,2023-02-13,174.0
SKU_02,2023-02-14,127.0
SKU_02,2023-02-15,173.0
SKU_02,2023-02-16,135.0
SKU_02,2023-02-17,88.0
SKU_02,2023-02-18,10.0
SKU_02,2023-02-19,7.0
SKU_02,2023-02-20,58.0
SKU_02,2023-02-21,20.0
SKU_02,2023-02-22,78.0
SKU_02,2023-02-23,97.0
SKU_02,2023-02-24,64.0
SKU_02,2023-02-25,13.0
SKU_02,2023-02-26,25.0
SKU_02,2023-02-27,123.0
SKU_02,2023-02-28,91.0
SKU_02,2023-03-01,125.0
SKU_02,2023-03-02,133.0
SKU_02,2023-03-03,110.0
SKU_02,2023-03-04,9.0
SKU_02,2023-03-05,21.0
SKU_02,2023-03-06,142.0
SKU_02,2023-03-07,156.0
SKU_02,2023-03-08,105.0
SKU_02,2023-03-09,138.0
SKU_02,2023-03-10,138.0
SKU_02,2023-03-11,12.0
SKU_02,2023-03-12,6.0
SKU_02,2023-03-13,154.0
SKU_02,2023-03-14,108.0
SKU_02,2023-03-15,154.0
SKU_02,2023-03-16,111.0
SKU_02,2023-03-17,98.0
SKU_02,2023-03-18,12.0
SKU_02,2023-03-19,15.0
SKU_02,2023-03-20,114.0
SKU_02,2023-03-21,124.0
SKU_02,2023-03-22,111.0
SKU_02,2023-03-23,81.0
SKU_02,2023-03-24,82.0
SKU_02,2023-03-25,18.0
SKU_02,2023-03-26,15.0
SKU_02,2023-03-27,123.0
SKU_02,2023-03-28,123.0
SKU_02,2023-03-29,125.0
SKU_02,2023-03-30,94.0
SKU_02,2023-03-31,108.0
SKU_02,2023-04-01,14.0
SKU_02,2023-04-02,15.0
